symbol,date,volatility,rsi,trend,volume_avg
AUBANK-EQ,2024-12-09,0.12258783704033842,41.12779940270405,0.08281261667502804,2476.9588607594937
AUBANK-EQ,2024-12-10,0.3928528138291512,64.39833572101587,0.2008300773237579,2662.3274853801167
AUBANK-EQ,2024-12-11,0.28426318008889656,57.11184162710727,0.06916372341265742,5024.558479532164
AUBANK-EQ,2024-12-12,0.6920179830643919,49.57733459971027,-0.2350316061548483,3627.5409356725145
AUBANK-EQ,2024-12-13,1.012916580964403,78.93609346289067,0.14578689141444556,3581.8362573099416
AUBANK-EQ,2024-12-16,0.16295875413361563,36.668702812815724,0.09489945807422373,2781.1345029239765
AUBANK-EQ,2024-12-17,0.38661637602895416,50.5445475254926,0.11891909723726712,4183.774853801169
AUBANK-EQ,2024-12-18,0.2084333093553544,57.22266874096065,0.05499142547785141,3012.4210526315787
AUBANK-EQ,2024-12-19,0.5297798284882749,65.19943930142952,-0.07243115892993046,6100.625730994152
AUBANK-EQ,2024-12-20,0.8456424250963789,60.44070194100573,0.5480669178234621,6862.69298245614
AUBANK-EQ,2024-12-23,0.6968978882591501,32.799800907033045,-0.11510969956805184,4704.7807017543855
AUBANK-EQ,2024-12-24,0.3181980515185933,37.4413131628929,0.0173805126590878,5754.56432748538
AUBANK-EQ,2024-12-26,0.3710345895862748,36.04447520956365,-0.1174036618979244,2868.4122807017543
AUBANK-EQ,2024-12-27,0.16699966733020083,46.371093442560614,0.1106618191928419,1076.874269005848
AUBANK-EQ,2024-12-30,5.700158379866525,31.44975371234689,-4.475535855100475,18319.166666666668
AUBANK-EQ,2024-12-31,0.7015855059965327,38.23825331522756,-0.17760824509900885,7259.891812865497
AUBANK-EQ,2025-01-01,0.8441958698429929,64.00079025456517,0.17864345041596152,5787.032258064516
AUBANK-EQ,2025-01-02,0.21114765765623106,44.925711558276944,-0.1464820327992129,3851.4619883040937
AUBANK-EQ,2025-01-03,0.753878858525845,54.83980200440126,0.043272971739838795,6200.728070175439
AUBANK-EQ,2025-01-06,1.3717891804314735,23.35380282863005,-0.19072696516423093,5986.596491228071
AUBANK-EQ,2025-01-07,0.834732159304889,52.46968228806917,-0.12152826772148728,7516.913043478261
AUBANK-EQ,2025-01-08,0.6612488185232223,50.21759797416135,-0.3182889200461432,5863.520467836257
AUBANK-EQ,2025-01-09,0.5313766188968774,64.74372679928572,0.04800997481106606,8964.491228070176
AUBANK-EQ,2025-01-10,1.7273936693460574,48.372740943467385,-0.26628421430280014,13185.035087719298
AUBANK-EQ,2025-01-13,0.9184679272216106,58.71590346812819,-0.045853173601244634,9990.292397660818
AUBANK-EQ,2025-01-14,0.8484626620465883,76.58427585245857,0.23446928165242298,11014.359649122807
AUBANK-EQ,2025-01-15,0.23003622906234975,57.638892715364534,-0.04398278820383439,4660.646198830409
AUBANK-EQ,2025-01-16,0.251881806498996,56.99897176638447,0.13160800547859708,11439.78947368421
AUBANK-EQ,2025-01-17,0.4632014200712373,65.48109464980826,0.25475708269516417,5253.596491228071
AUBANK-EQ,2025-01-20,0.6192513401045024,44.02777421659764,-0.055872299513680446,4816.7192982456145
AUBANK-EQ,2025-01-21,0.19300259063333963,49.12101903174252,-0.24115139814932718,3695.0380116959063
AUBANK-EQ,2025-01-22,1.0440439539486763,53.959604601736466,0.055334693041118044,3654.9590643274855
AUBANK-EQ,2025-01-23,2.846874504516139,34.07619556551998,-0.7607098394389595,5119.716374269005
AUBANK-EQ,2025-01-24,1.729033127380185,38.57258939872817,-0.9807832211902223,13988.286549707602
AUBANK-EQ,2025-01-27,1.9043882073860112,54.3665153095518,-0.8259740378487095,20247.675438596492
AUBANK-EQ,2025-01-28,0.4989989980060027,42.0512933692346,0.0858974755831241,16921.14912280702
AUBANK-EQ,2025-01-29,0.5807322963262906,53.01696547937688,-0.08437332767630323,7065.874269005848
AUBANK-EQ,2025-01-30,1.4429522206538963,63.25593659869052,0.3371354398453832,18985.69590643275
AUBANK-EQ,2025-01-31,0.6762642481658767,65.67710141586245,-0.2567824954379603,7134.663742690059
AUBANK-EQ,2025-02-01,1.4254531443233356,45.850269858522445,0.4186743954718395,2809.0760233918127
AUBANK-EQ,2025-02-03,0.5143766453955819,54.24024747922533,-0.02012152737120232,4784.324561403509
AUBANK-EQ,2025-02-04,0.6187801620027893,29.759633664451826,-0.19867713409007592,6556.207602339181
AUBANK-EQ,2025-02-05,0.48864893101096424,46.72120310304437,-0.1445479078815879,4633.206997084548
AUBANK-EQ,2025-02-06,0.4786845400543845,58.31648160582862,0.14657803657212298,3415.9883040935674
AUBANK-EQ,2025-02-07,0.30916554359276727,39.5038374171976,-0.3564048460250433,9654.149122807017
AUBANK-EQ,2025-02-10,0.23973364849072862,56.73632685279354,0.007341728832784611,2530.909356725146
AUBANK-EQ,2025-02-11,0.6202374097256598,54.88556639136557,-0.21324519059135127,9452.46783625731
AUBANK-EQ,2025-02-12,0.13984117974935978,61.48770735549822,-0.20140950468737628,10962.391812865497
AUBANK-EQ,2025-02-13,0.3378444744127347,35.70074201249042,0.03700914120042853,4680.277777777777
AUBANK-EQ,2025-02-14,0.1795054935634164,54.198232908337054,-0.0007346900861193717,8586.388888888889
AUBANK-EQ,2025-02-17,0.2816617356578456,61.153866051721934,-0.1859904097721028,8208.102339181287
AUBANK-EQ,2025-02-18,0.7760476789451379,58.67788919480067,0.38894523040869444,15073.93274853801
AUBANK-EQ,2025-02-19,0.8259001822895026,54.98959074592852,-0.1824563102356933,29330.19298245614
AUBANK-EQ,2025-02-20,0.13591255355546342,46.724856036811595,-0.24831770064565717,2416.4766081871344
AUBANK-EQ,2025-02-21,0.3281259920647338,41.985365489088245,-0.4589678951648466,4684.286549707603
AUBANK-EQ,2025-02-24,0.6448298655908842,65.77609620262976,0.28642428253408525,2462.9005847953217
AUBANK-EQ,2025-02-25,0.5803255791162985,51.89386696460388,-0.3019285036897372,2658.2280701754385
AUBANK-EQ,2025-02-27,0.46251126113326396,47.83799203247523,-0.07459879251553048,24206.777777777777
AUBANK-EQ,2025-02-28,0.3339993346318016,47.542398053181834,-0.08811724297402179,13510.622807017544
AUBANK-EQ,2025-03-03,0.5062114182818546,48.62068900724832,0.09654047284925582,2722.938596491228
AUBANK-EQ,2025-03-04,0.6523461930245541,40.05870167199677,-0.026785227610275797,3173.6812865497077
AUBANK-EQ,2025-03-05,0.4515405728040582,50.44131181156795,0.03254555176897611,3992.4473684210525
AUBANK-EQ,2025-03-06,0.2552232138542081,53.357640755890195,-0.02310848246384012,3538.5043731778424
AUBANK-EQ,2025-03-07,0.3638146658810464,46.86277139318833,-0.20463609657383586,2534.1023391812864
AUBANK-EQ,2025-03-10,0.6531122074802077,31.00536123616419,-0.16300404911612532,5236.217008797654
AUBANK-EQ,2025-03-11,0.6360468186809756,61.36580590227012,0.14305753308531166,5505.950292397661
AUBANK-EQ,2025-03-12,0.5502524673050609,65.11562597071813,-0.012504844301588491,7370.213450292397
AUBANK-EQ,2025-03-13,0.2216729322392282,42.20933455350308,-0.00950505350073172,4323.93567251462
AUBANK-EQ,2025-03-17,0.18856180832066746,54.119491849712695,0.04593774435306841,8668.163742690058
AUBANK-EQ,2025-03-18,1.1869779554238067,73.68259732680967,0.0454948106972779,11463.48538011696
AUBANK-EQ,2025-03-19,0.158201699617872,41.24967458497502,0.16700523825159053,6951.774853801169
AUBANK-EQ,2025-03-20,0.5288614605385435,50.39649487444409,0.35208807789911134,5378.3421052631575
AUBANK-EQ,2025-03-21,0.2957570324311344,48.93872213977597,0.042336502212378946,7802.897660818713
